n,p,reg_method,seed,oracle_stat,oracle_pval,oracle_reject,est_stat,est_pval,est_reject,f_mse,f_rmse,f_r2,f_cor,g_mse,g_rmse,g_r2,g_cor,stat_difference
200,5,linear,2116,-0.933097573200189,0.350769592017892,0,-0.977683595988132,0.328230837428173,0,0.0274455582674124,0.165667010196395,0.9882581251978,0.995030280881144,0.00621208975828412,0.078816811393789,0.765900360816097,0.890541039396982,0.0445860227879433
200,5,linear,2117,1.24631785075879,0.212647726917028,0,1.297749702827,0.194373358253668,0,0.00399079356215662,0.0631727279936257,0.998290828769072,0.99941379550114,0.0082922764950051,0.09106193768532,0.679508209561021,0.82605995218062,0.0514318520682131
200,5,linear,2118,0.683167851411034,0.494500784554812,0,0.604168199000548,0.54573182136457,0,0.0134104547188465,0.115803517730881,0.992934903422997,0.996607085931318,0.00422916417394656,0.0650320242184307,0.809123256332276,0.907081486339802,0.0789996524104855
200,5,linear,2119,-0.365911086140345,0.714431423660065,0,-0.495467729654367,0.620269995691594,0,0.0164677294506111,0.128326651365221,0.991553128199623,0.99745513847409,0.00452080008358858,0.0672368952554219,0.798089513544884,0.938221916832762,0.129556643514022
200,5,linear,2120,1.21699445189614,0.223606326778624,0,1.21276126108124,0.22522111035309,0,0.022586399796611,0.150287723372906,0.989613232549468,0.997461640487265,0.00330099299561402,0.057454268732741,0.863820798723946,0.953192910251937,0.00423319081489426
200,5,linear,2121,-0.479420276762332,0.631639671305488,0,-0.515711015255104,0.606056260076012,0,0.00463829598227722,0.0681050363943609,0.997798319194228,0.999005315090459,0.00504375101529169,0.0710193707047006,0.799539803490643,0.910500992134246,0.0362907384927715
200,5,linear,2122,-0.486767641175932,0.626423004253832,0,-0.447224939161031,0.654712656417379,0,0.0267363360506266,0.163512495090212,0.989428682028953,0.995713267823878,0.00705986645023208,0.084023011432774,0.732568084287203,0.879141252044313,0.0395427020149009
200,5,linear,2123,0.756139251621286,0.4495657104082,0,0.86124648767904,0.389102301335067,0,0.0338629791519282,0.184018964109486,0.983360072934872,0.994032289912889,0.00699623637495834,0.0836435076677105,0.699696336901653,0.930534202398611,0.105107236057754
200,5,linear,2124,0.651872027000459,0.514483731767338,0,0.856700368411996,0.391610499686758,0,0.0693109720491393,0.26326977048104,0.970126390645322,0.990508137507048,0.0094989321222493,0.0974624651968608,0.64409390933394,0.804105860682902,0.204828341411537
200,5,linear,2125,-1.66691347113369,0.0955316118392954,0,-1.44250057515435,0.1491612094533,0,0.0225418025873856,0.1501392772974,0.988111186007312,0.997691777400697,0.00904975080595609,0.0951301782083692,0.542430810653696,0.905895057726982,0.224412895979336
200,5,linear,2126,-0.906865701609524,0.364477820613393,0,-0.887721255084835,0.374690709645322,0,0.0262208586937268,0.161928560463332,0.988988986579721,0.994631760836308,0.00377721557623988,0.0614590560962328,0.854285948887419,0.970778813672383,0.0191444465246893
200,5,linear,2127,-0.570869881456958,0.568087848509088,0,-0.547725696091349,0.583880265361948,0,0.0461535775640387,0.214833837102163,0.981794376424039,0.995693958557827,0.00710642978909947,0.0842996428764646,0.737555674960773,0.894453374569274,0.0231441853656085
200,5,linear,2128,0.0283906221589193,0.977350603621123,0,0.0884678954158924,0.929504800010176,0,0.00444702365004749,0.0666860079030638,0.998249376119223,0.999136660291039,0.0121212348104002,0.11009647955498,0.53345922092679,0.914283794178474,0.0600772732569731
200,5,linear,2129,-1.02985728566506,0.303077004538055,0,-0.995811806011987,0.319341592918857,0,0.029356048023862,0.171336067492697,0.986345609536381,0.995935736815055,0.00950958969016315,0.0975171251122753,0.624155523779111,0.817674068394358,0.0340454796530694
200,5,linear,2130,0.302424258993472,0.762328664014607,0,0.809353521977492,0.418311828368773,0,0.0459352160039235,0.214325024213048,0.971724739095171,0.994244555664059,0.0181521576171597,0.134729943283443,0.10092111899446,0.777242065280087,0.506929262984019
200,5,linear,2131,-0.343064764489683,0.731549738163993,0,-0.408889096094221,0.682621051353569,0,0.0301971207387716,0.17377318762908,0.987263159813301,0.998687842644566,0.00789053289834545,0.0888286716007025,0.711464694212026,0.950450819316313,0.0658243316045383
